ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.b_1601,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,55.58057022,161.1657424,16,6,0.9,RF.b_1601.ply,1 unit = 1mm,15648,0.163462,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1602,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,52.80767441,125.1673134,17,3.7,1.4,RF.b_1602.ply,1 unit = 1mm,11254,0.169759,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1606,Fumane,A2,Maiolica,Tool,Bladelet,Semi-cortical,NA,1-33%,Complete,53.19872284,137.5275237,18,4,1,RF.b_1606.ply,1 unit = 1mm,12798,0.16663,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1607,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,102.994133,221.872681,23.7,5.1,1.4,RF.b_1607.ply,1 unit = 1mm,19784,0.170055,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1608,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,71.97197723,170.1710859,16.2,6.3,1.4,RF.b_1608.ply,1 unit = 1mm,15872,0.166557,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1609,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,113.8282547,202.6192119,21,4.8,1.6,RF.b_1609.ply,1 unit = 1mm,18548,0.167768,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1613,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,146.7003174,281.7366439,23.3,7.3,1.4,RF.b_1613.ply,1 unit = 1mm,26674,0.165353,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1614,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,120.9533615,269.7119566,28,5.5,1,RF.b_1614.ply,1 unit = 1mm,25210,0.166382,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1615,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,83.3687439,176.0265145,19.2,4.6,1.4,RF.b_1615.ply,1 unit = 1mm,15482,0.17187,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1616,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,129.7735748,247.0262061,22.7,6,1.7,RF.b_1616.ply,1 unit = 1mm,22704,0.167467,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1617,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,97.16868591,205.3903595,22.1,4.6,1.4,RF.b_1617.ply,1 unit = 1mm,19416,0.165683,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1618,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,124.1959229,211.6607621,19.8,6.5,1.9,RF.b_1618.ply,1 unit = 1mm,19622,0.166636,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1619,Fumane,A2,Maiolica,Tool,Bladelet,Semi-cortical,NA,1-33%,Proximal,288.6137695,460.4454144,31.3,7.5,1.9,RF.b_1619.ply,1 unit = 1mm,39544,0.173586,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1622,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,76.38156891,165.6767915,20,3.7,2.2,RF.b_1622.ply,1 unit = 1mm,14384,0.172728,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1623,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,82.94817352,189.74748,21.1,5.6,1.4,RF.b_1623.ply,1 unit = 1mm,16122,0.174984,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1624,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,143.9745789,261.294625,25,5.4,1.8,RF.b_1624.ply,1 unit = 1mm,23418,0.170092,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1626,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,73.92546844,159.2423581,19.8,5,1.9,RF.b_1626.ply,1 unit = 1mm,14586,0.16831,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1629,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,55.14675522,131.5340197,14.4,4.7,0.9,RF.b_1629.ply,1 unit = 1mm,11084,0.174459,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1630,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,215.1668701,379.6546355,30.4,6.3,1.5,RF.b_1630.ply,1 unit = 1mm,34628,0.168797,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1632,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,252.1027527,373.2213283,29.5,6.9,2,RF.b_1632.ply,1 unit = 1mm,32150,0.17261,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1635,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,225.4057922,442.4342194,31.5,7.8,1.6,RF.b_1635.ply,1 unit = 1mm,38496,0.17208,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1636,Fumane,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Distal,152.049881,308.5599788,29,5.7,1.6,RF.b_1636.ply,1 unit = 1mm,28716,0.166889,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1637,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,105.6975861,272.4155902,29.3,5.4,0.9,RF.b_1637.ply,1 unit = 1mm,24366,0.170145,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1638,Fumane,A2,Scaglia.Rossa,Tool,Bladelet,Optimal,NA,0%,Complete,909.0025635,1016.713477,54.4,9.7,2.6,RF.b_1638.ply,1 unit = 1mm,93398,0.167877,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1639,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,253.5668945,379.0729035,29.5,6.8,1.9,RF.b_1639.ply,1 unit = 1mm,33276,0.171824,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1640,Fumane,A1,Scaglia.Variegata,Tool,Bladelet,Optimal,NA,0%,Complete,196.4940796,359.0532088,28,7.1,2,RF.b_1640.ply,1 unit = 1mm,34034,0.165556,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1641,Fumane,A2,Maiolica,Tool,Bladelet,Optimal,NA,0%,Complete,637.4092407,725.5392954,50.4,6.6,3.4,RF.b_1641.ply,1 unit = 1mm,65722,0.168693,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1642,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,460.6521301,712.5477723,43.6,8.8,2.7,RF.b_1642.ply,1 unit = 1mm,65354,0.167515,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1643,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,361.1677551,555.8783114,38.4,8.2,2,RF.b_1643.ply,1 unit = 1mm,48842,0.171487,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1644,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,582.3635864,814.6264082,42,10.1,2.7,RF.b_1644.ply,1 unit = 1mm,77218,0.165457,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1645,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,1324.431763,1360.460671,64.5,12.2,3.7,RF.b_1645.ply,1 unit = 1mm,124410,0.168038,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1646,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,1-33%,Complete,706.7047119,865.9507277,40.4,11.4,3.3,RF.b_1646.ply,1 unit = 1mm,78992,0.168246,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1648,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,1141.044067,1158.589772,54.8,11.8,2.9,RF.b_1648.ply,1 unit = 1mm,106016,0.168129,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1649,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,1130.801758,1409.724571,66.7,11.8,2.1,RF.b_1649.ply,1 unit = 1mm,117660,0.176711,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1650,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,203.8583527,388.8888299,31.8,6.7,2,RF.b_1650.ply,1 unit = 1mm,36434,0.166467,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_1651,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Maintenance,NA,0%,Complete,569.8411865,775.1437739,39,10.8,2.1,RF.b_1651.ply,1 unit = 1mm,68494,0.170821,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_202,Fumane,A2,Maiolica,Tool,Blade,Maintenance,NA,0%,Complete,7215.463379,3687.971569,67.6,29,8.1,RF.b_202.ply,1 unit = 1mm,400000,0.154771,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_206,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,7161.527344,3344.491935,65.1,25.1,13,RF.b_206.ply,1 unit = 1mm,400000,0.146359,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_207,Fumane,A2,Scaglia.Variegata,Tool,Blade,Optimal,NA,0%,Complete,2413.340088,2120.61041,67,18.7,3.5,RF.b_207.ply,1 unit = 1mm,400000,0.11735,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_21,Fumane,A2,Scaglia.Variegata,Tool,Blade,Maintenance,NA,0%,Complete,3272.430176,2506.837961,75.2,26.2,6.9,RF.b_21.ply,1 unit = 1mm,400000,0.12521,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_211,Fumane,A2,Maiolica,Tool,Blade,Semi-cortical,NA,1-33%,Complete,6126.20166,3814.807989,83.7,26.1,6.4,RF.b_211.ply,1 unit = 1mm,400000,0.155638,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_223,Fumane,A1,Maiolica,Core-Tool,Blade,Optimal,Carinated,0%,Proximal,2977.631348,1757.298916,48,19.60000038,5.5,RF.b_223.ply,1 unit = 1mm,550000,0.089807,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_2280,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Maintenance,NA,1-33%,Complete,377.2156067,586.678405,39.9,9,2,RF.b_2280.ply,1 unit = 1mm,53134,0.168911,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2281,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,633.666748,895.9536194,46.8,12.9,2.5,RF.b_2281.ply,1 unit = 1mm,85554,0.164704,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2282,Fumane,A2,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,488.0178833,796.860298,38.7,12.2,1.9,RF.b_2282.ply,1 unit = 1mm,75366,0.165396,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2291,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,131.7337646,244.1006862,20,7.2,2.2,RF.b_2291.ply,1 unit = 1mm,22582,0.167343,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2296,Fumane,A2,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Proximal,591.1015625,800.3017666,33.9,13.5,2.5,RF.b_2296.ply,1 unit = 1mm,76834,0.164289,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2304,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Semi-cortical,NA,33-66%,Proximal,574.4654541,678.2972577,32,11.5,3.6,RF.b_2304.ply,1 unit = 1mm,62432,0.167302,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2357,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Distal,120.5703735,263.4795702,23.4,5.6,1.9,RF.b_2357.ply,1 unit = 1mm,23696,0.169555,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_24,Fumane,A2,Maiolica,Tool,Blade,Optimal,NA,0%,Complete,4288.853516,2699.735135,74.4,23.1,6.1,RF.b_24.ply,1 unit = 1mm,400000,0.131493,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_2416,Fumane,A2,Maiolica,Blank,Flake,Optimal,NA,0%,Complete,461.0318298,585.653744,27.8,12.4,2.3,RF.b_2416.ply,1 unit = 1mm,53842,0.167301,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2426,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1011.923157,1086.751277,47.7,14,3.5,RF.b_2426.ply,1 unit = 1mm,98056,0.169499,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2427,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1517.864014,1488.35645,54,17.5,4.6,RF.b_2427.ply,1 unit = 1mm,394490,0.100459,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_2428,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,116.1992264,268.6887263,22.5,6.5,1.2,RF.b_2428.ply,1 unit = 1mm,24300,0.169711,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2465,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Proximal,900.5665283,918.0587727,32,14.9,3.1,RF.b_2465.ply,1 unit = 1mm,83744,0.167801,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2477,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Proximal,265.4290771,555.8473238,34.9,9.2,1.3,RF.b_2477.ply,1 unit = 1mm,53750,0.163835,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2481,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Proximal,98.17823792,257.3984121,22.8,7.2,1.3,RF.b_2481.ply,1 unit = 1mm,24254,0.165794,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2490,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,675.5114136,833.7290885,39.6,11.8,2.6,RF.b_2490.ply,1 unit = 1mm,72242,0.172421,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2498,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,592.9230347,676.7523552,38,10.2,3.3,RF.b_2498.ply,1 unit = 1mm,62240,0.167741,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_25,Fumane,A2,Scaglia.Variegata,Tool,Blade,Optimal,NA,0%,Proximal,2372.125977,1837.712121,50,19.8,5.5,RF.b_25.ply,1 unit = 1mm,400000,0.109425,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_2521,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,252.873642,421.1617317,36.7,6.1,2.7,RF.b_2521.ply,1 unit = 1mm,39180,0.166533,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2602,Fumane,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,338.9581604,547.9120323,34.1,10.7,2.3,RF.b_2602.ply,1 unit = 1mm,51274,0.166287,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_2727,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,491.1552124,664.5140428,35,8.2,2.7,RF.b_2727.ply,1 unit = 1mm,61654,0.166838,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_278,Fumane,A1,Maiolica,Core-Tool,Flake,Maintenance,Narrow-sided,0%,Proximal,7275.846191,2822.165524,49,27,14.5,RF.b_278.ply,1 unit = 1mm,600000,0.109887,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_284,Fumane,A1,Undetermined,Core-Tool,Flake,Maintenance,Narrow-sided,0%,Complete,5508.197754,2208.787856,36.5,28.79999924,11.80000019,RF.b_284.ply,1 unit = 1mm,600000,0.096523,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_285,Fumane,A2,Undetermined,Tool,Flake,Maintenance,NA,1-33%,Complete,6766.569824,2852.607279,45.79999924,31.89999962,9.399999619,RF.b_285.ply,1 unit = 1mm,800000,0.095787,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_286,Fumane,A2,Undetermined,Core-Tool,Blade,Optimal,Carinated,0%,Mesial,1408.8927,959.7523057,37.09999847,13.39999962,6.699999809,RF.b_286.ply,1 unit = 1mm,450000,0.071847,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_302,Fumane,A2,Maiolica,Core-Tool,Blade,Initialization,Carinated,0%,Mesial,1988.741333,1352.63614,NA,19,7.400000095,RF.b_302.ply,1 unit = 1mm,800000,0.062061,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_31,Fumane,A2,Scaglia.Variegata,Blank,Blade,Maintenance,NA,0%,Complete,1236.834839,1170.09981,38.2,15.8,3.8,RF.b_31.ply,1 unit = 1mm,292344,0.102336,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_324,Fumane,A2,Maiolica,Core-Tool,Blade,Initialization,Carinated,0%,Distal,8329.889648,3398.791826,NA,30.39999962,12.89999962,RF.b_324.ply,1 unit = 1mm,800000,0.102956,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_339,Fumane,A1,Maiolica,Blank,Blade,Initialization,NA,0%,Complete,4119.180664,2049.233132,59.7,16.6,11,RF.b_339.ply,1 unit = 1mm,400000,0.114804,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_354,Fumane,A2,Undetermined,Core-Tool,Other,Other,Carinated,0%,Undetermined,1273.053589,885.454309,30,17.10000038,8.300000191,RF.b_354.ply,1 unit = 1mm,500000,0.065606,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_3733,Fumane,A2.internal,Maiolica,Blank,Flake,Maintenance,NA,33-66%,Complete,15913.77344,4685.227074,65,25,24,RF.b_3733.ply,1 unit = 1mm,1000000,0.110292,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_40,Fumane,A1,Maiolica,Tool,Blade,Semi-cortical,NA,33-66%,Complete,1221.238647,1117.799814,42.4,15.2,4.8,RF.b_40.ply,1 unit = 1mm,285476,0.101866,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4087,Fumane,A2,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,120.4636307,234.890462,26.6,4.2,3.2,RF.b_4087.ply,1 unit = 1mm,21968,0.166583,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4114,Fumane,A2,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,102.9416504,209.9771884,21,6.2,1.8,RF.b_4114.ply,1 unit = 1mm,19308,0.16774,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4124,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Proximal,2110.514404,1849.63363,51.7,18,5.8,RF.b_4124.ply,1 unit = 1mm,400000,0.109403,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4125,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,2020.713013,1937.812491,53,24.2,3.6,RF.b_4125.ply,1 unit = 1mm,400000,0.111324,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4126,Fumane,A2,Maiolica,Blank,Flake,Maintenance,NA,0%,Complete,1402.946411,1618.018537,45,25.4,4.3,RF.b_4126.ply,1 unit = 1mm,400000,0.10336,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_4140,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,1-33%,Complete,788.461792,1114.06973,57.9,15,3.5,RF.b_4140.ply,1 unit = 1mm,101292,0.168615,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_4142,Fumane,A2,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,1010.294678,1076.927145,47.5,12.4,4.5,RF.b_4142.ply,1 unit = 1mm,96394,0.169578,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
